Columna 1;Columna 2;Columna1
Chay runaqa ancha hatun sonqom, payqa wakchakunata yanapan, waqchakunata qaraykun, mana imapas mañakunchu, qokullam, llapan runakuna payta munakunku, payqa sumaq runam.;Ese hombre es muy bondadoso, ayuda a los pobres, da de comer a los necesitados, no pide nada, solo da, todos lo quieren, es buena persona.;
Ama chay wawata pakaykuykuychu, payqa manchakunmi, waqanman, mamanta waqyaykunman, hinaspa ancha llakikunku, qanpas p'enqakunki, ama ruwaychu.;No escondas a ese niño, él se asustaría, lloraría, llamaría a su madre, estarían muy tristes, tú también te avergonzarías, no lo hagas.;
Ancha tutayashaqtintaqa noqanchis wasinchis qasillan tiyarqayku, manam lloqsiyta atirqaykuchu, phuyu ancha laqha karqan, manam ima rikukurqanchischu, anchata manchakurqayku.;Cuando anochecía nosotros nos quedamos tranquilos en casa, no pudimos salir, la nube era muy oscura, no se veía nada, tuvimos mucho miedo.;
Chay runaqa ancha yachaqmi, payqa tukuy imata yachan, runakunata yachachin, mana pipas payta atipayta atinchu, payqa yachayniyoqmi, llapanmanta aswan allin, sumaq runam.;Ese hombre es muy sabio, sabe todas las cosas, enseña a las personas, nadie puede vencerlo, es muy inteligente, mejor que todos, es buena persona.;
Ama chay khuchita uksichiykuychu, payqa chakraykita t'oqonmanmi, papaykita uksinman, hinaspa manaña allin papa kanmanchu, qanpas llakikunki, ama ruwaychu.;No hagas que ese chancho hocice, perforaría tu chacra, hozaría tus papas, ya no habría buenas papas, tú estarías triste, no lo hagas.;
Kunan punchaymi Inti Raimi, llapan runakuna Saqsaywamanman rinku, Intita yupaychanku, hinaspa kusikuspa wasinkuman kutinku, ancha sumaq punchaymi, mana pipas llakikunchu.;Hoy es la Fiesta del Sol, todos van a Saqsaywaman, honran al Sol, y alegrándose vuelven a sus casas, es un día muy hermoso, nadie está triste.;
Chay warmiqa ancha qhellichakuqmi, p'achan qhellim, uyan qhellim, makillan qhellim, manam pipas paywan tiyayta munankuchu, payqa kharkapunim, anchata millakunku.;Esa mujer es muy sucia, su ropa está sucia, su cara sucia, sus manos sucias, nadie quiere vivir con ella, es muy mugrienta, le tienen mucho asco.;
Ama chay p'achata ratapaykuychu, payqa thantashanmi, manaña allinchu, hinaspa wikch'uykunki, musuqta rantikunaykipaq, allinta ruway.;No remiendes esa ropa, ya está vieja, ya no está buena, la botarás, para que compres una nueva, hazlo bien.;
Ancha askha runakuna hawkaypatapi tantakurqanku, Inti Raymita qhawanankupaq, sumaqta tusurqanku, takirqanku, ancha kusikurqanku, mana pipas wasinkuman kutirqanchu.;Mucha gente se reunió en la plaza para ver la Fiesta del Sol, bailaron bien, cantaron, se alegraron mucho, nadie volvió a su casa.;
Chay sipaspa qosan wañurushan, payqa wakcha warmi kashan, wawankunata uywan, mana pipas payta yanapayta munankuchu, payqa sapanmi llank'an, anchata llakikun.;El esposo de esa joven ha muerto, ella es pobre, cría a sus hijos, nadie quiere ayudarla, ella trabaja sola, está muy triste.;
Ama chay qhelli simi runawan rimaykuychu, payqa map'am, mana allinta riman, qamta k'amipayaykunman, qanpas p'enqakunki, anchata manchakuy, ama rimaychu.;No le hables a ese hombre grosero, no habla bien, te insultaría repetidamente, tú te avergonzarías, ten mucho miedo, no le hables.;
Qayna punchaymi noqaq taytaywan kuska Qosqoman rirqayku, hatun qhatuta qhawarqayku, ancha askha qolqeta gastarqayku, hinaspa wasiykuman kutirqayku, ancha sayk'usqa kasharqayku.;Ayer con mi padre fuimos al Qosqo, vimos el gran mercado, gastamos mucho dinero, volvimos a casa, estábamos muy cansados.;
Chay runaqa ancha ch'achum, manam manunta qotimanchu, llapan runakunata llullakun, suwakun, manan pipas payta munakunchu, payqa qhenchallam, anchata cheqnikunku.;Ese hombre es muy tramposo, no paga sus deudas, engaña a todos, roba, nadie lo quiere, es muy desgraciado, le odian mucho.;
Ama chay wawata ankaykachaykuychu, payqa urmakunmanmi, k'irikukunman, waqanman, mamanta waqyaykunman, ancha llakikunku, ama ruwaychu.;No hagas que ese niño se recueste repetidamente, se caería, se lastimaría, lloraría, llamaría a su madre, estarían muy tristes, no lo hagas.;
Ancha q'oñi punchaypi runakuna mayupi wayt'anku, challwata hap'inku, kusikunku, hinaspa wasinkuman kutinku, ancha sumaq punchaymi kan, manam pipas unqukunchu.;En un día caluroso las personas nadan en el río, atrapan peces, se alegran, luego vuelven a casa, es un día hermoso, nadie se enferma.;
Chay warmiqa ancha yachayniyoqmi, payqa wawakunata allinta yachachin, mana pipas payta atipayta atinchu, payqa hamawt'am, llapan runakuna payta yupaychanku, sumaq warmim.;Esa mujer es muy inteligente, enseña bien a los niños, nadie puede vencerla, es una sabia, todos la respetan, es buena mujer.;
Ama chay rumita wikch'uykachaykuychu, payqa llasanmi, urmakunman, wasiykita thunichinmanmi, qamta wañuchinmanmi, anchata manchakuy, ama wikch'uychu.;No tires esa piedra repetidamente, es pesada, se caería, derribaría tu casa, te mataría, ten mucho miedo, no la tires.;
Qayna punchaymi noqaq ayllunchis hatun fiestata ruwarqan, ancha askha mikhunata wayk'urqayku, tusurqayku, takirqayku, hinaspa ancha kusikurqayku, manam pipas wañurqachu.;Ayer nuestra familia hizo una gran fiesta, cocinamos mucha comida, bailamos, cantamos, y nos alegramos mucho, nadie murió.;
Chay runaqa ancha k'araq sonqom, payqa llapan runakunata phiñachin, maqan, k'amin, manan pipas payta munakunchu, payqa hawchapunim, anchata manchakunku.;Ese hombre es de corazón muy duro, hace enojar a todos, pega, insulta, nadie lo quiere, es muy cruel, le temen mucho.;
Ama chay p'achata ch'akichiykachaykuychu, payqa thantashanmi, q'asukunman, hinaspa manaña p'achachiy atikunkimanchu, wikch'uykunki, musuqta rantikunaykipaq.;No hagas secar esa ropa repetidamente, está vieja, se rompería, ya no podrás vestirla, la botarás, para que compres una nueva.;
Ancha chiripitmi allpata qasarun, papa wañurqan, manan allin ch'uñupas kanmanchu, hinaspa papa tarpuqkuna ancha llakikurqanku, manam pipas kusikurqachu.;Hizo mucho frío, heló la tierra, las papas murieron, no habría buen chuño, los sembradores estuvieron muy tristes, nadie se alegró.;
Chay waynaqa ancha ch'itim, payqa usqhayta purin, usqhayta llank'an, mana pipas payta hap'iyta atinchu, payqa k'uchillam, llapan runakuna payta munakunku, payqa sumaq waynam.;Ese joven es muy hábil, camina rápido, trabaja rápido, nadie puede atraparlo, es muy diligente, todos lo quieren, es buen joven.;
Ama chay papata ch'akichiykuychu, payqa allinmi, wayk'uspa mikhunaykipaq, mana ch'akichiyta munankimanchu, sumaqta wayk'uy.;No hagas secar esa papa, está buena, para que la cocines y comas, no querrás secarla, cocínala bien.;
Chay waynaqa phawayta atinmi, ancha usqhaymi, mana pipas payta qatipayta atinchu, payqa ch'itim.;Ese joven sabe correr, es muy rápido, nadie puede seguirlo, es hábil.;
Qanqa ama chay warmita saqeychu, payqa allinmi, qamta yanapanman, kusikunkiman.;Tú no abandones a esa mujer, es buena, te ayudaría, te alegrarías.;
Chay alqoqa ancha hatunmi, payqa manchakuq, ama qayllaykiman chayamuchun.;Ese perro es muy grande, es bravo, no dejes que se acerque a ti.;
Ama chay mikhunata wikch'uykuychu, payqa allinmi, wakchakuna mikunankupaq saqey.;No tires esa comida, está buena, déjala para que coman los pobres.;
Chay sipasqa ancha sumaqmi, paypa simin misk'in, llapan waynakuna payta munakunku.;Esa joven es muy hermosa, su boca es dulce, todos los jóvenes la quieren.;
Paqarinmi hatarispa chakraykiman risaq, papakunata allamunaypaq, yanapawankimanchu?;Mañana me levantaré e iré a tu chacra para escarbar papas, ¿me ayudarías?;
Ama chay qellchi runawan purikuychu, payqa llullakunmi, qamta pantachinman.;No andes con ese hombre sucio, él miente, podría engañarte.;
Chay wasiqa ancha hatunmi, mana noqayku wasinchiswan tupayta atinchu, payqa qhapaq runap.;Esa casa es muy grande, no se puede comparar con la nuestra, es de un hombre rico.;
Qanqa ama chay wawata waqachiychu, payqa manchakunmi, allinta qhaway.;Tú no hagas llorar a ese niño, él se asusta, cuídalo bien.;
Chay warmiqa ancha mich'am, manam pipas paymanta mañakuyta atinchu, qolqenta waqaychan.;Esa mujer es muy tacaña, nadie puede pedirle prestado, guarda su dinero.;
Ama chay atoqta hap'iyta munaychu, payqa ancha ch'itim, ayqekunqa.;No quieras atrapar a ese zorro, es muy astuto, huirá.;
Chay runaqa ancha yachaqmi, payqa tukuy imata yachan, yachachiqmi.;Ese hombre es muy sabio, sabe todas las cosas, es profesor.;
Qayna punchaymi noqaq wawqeywan kuska mayuman rirqayku, challwata hap'irqayku, ancha kusikurqayku.;Ayer con mi hermano fuimos al río, atrapamos peces, nos alegramos mucho.;
Ama chay khuchita kanchayman saqeychu, payqa chakraykita thunichinman.;No dejes entrar a ese chancho al corral, podría destruir tu chacra.;
Chay t'antaqa ancha ch'olqeyashanmi, manam mikhuyta atikunchu, wikch'uykuy.;Ese pan se ha resecado mucho, no se puede comer, bótalo.;
Kunan punchaymi ancha q'oñi, mayuman rina allin kanqa, wayt'aspa kusikunaykipaq.;Hoy hace mucho calor, sería bueno ir al río, para que nades y te alegres.;
Chay machu taytayqa ancha hatun yachayniyoqmi, paymanta askhata yachakuy atinkiman.;Ese abuelo es muy sabio, de él podrías aprender mucho.;
Ama chay p'achata p'achakuykuychu, payqa thantashanmi, musuqta rantikuy.;No te pongas esa ropa, está vieja, compra una nueva.;
Chay waynaqa ancha k'uchim, paywan kuska llank'aspa askhata ruway atinki.;Ese joven es muy diligente, trabajando con él podrás hacer mucho.;
Qanqa ama chay suwata qhawariykachaychu, payqa phiñakunman, maqawankiman.;Tú no mires repetidamente a ese ladrón, podría enojarse y pegarte.;
Chay sipaspa maman wañurushan, payqa wakcham, yanapayta munayman.;La madre de esa joven ha muerto, ella es pobre, quisiera ayudarla.;
Ama chay qhelli yakuta ukyaykuychu, payqa asnaqmi, unqukunki.;No bebas esa agua sucia, está apestosa, te enfermarás.;
Chay runaqa ancha hatun sonqom, payqa llapan wakchakunata yanapan.;Ese hombre es muy bondadoso, ayuda a todos los pobres.;
Qayna punchaymi noqaq taytaywan kuska hatun qhatuta qhawarqayku, ancha askha qolqe gastarqayku.;Ayer con mi padre vimos el gran mercado, gastamos mucho dinero.;
Ama chay wawata ankaykachaykuychu, payqa chirimanta unqukunmanmi.;No hagas que ese niño se recueste repetidamente, se enfermaría del frío.;
Chay warmiqa ancha rimaysapam, paywan rimaspa pisipay atinkimanmi.;Esa mujer es muy habladora, hablando con ella podrías cansarte.;
Ama chay rumita apaykuychu, payqa ancha llasanmi, sayk'unki.;No lleves esa piedra, es muy pesada, te cansarás.;
Chay wawaqa ancha lat'um, manaraq allinta puriyta atinchu, qhaway.;Ese niño es muy pequeño, todavía no puede caminar bien, cuídalo.;
Kunan punchaymi ancha parashan, wasiykipi qasillan kay, ama lloqsiychu.;Hoy está lloviendo mucho, quédate tranquilo en tu casa, no salgas.;
Chay alqoqa ancha phiñakuqmi, ama hap'iyta munaychu, kaniwanqanki.;Ese perro es muy bravo, no quieras agarrarlo, te mordería.;
Ama chay q'omer papata tarpuykuychu, payqa mana allinchu, wañunman.;No siembres esa papa verde, no es buena, podría morir.;
Chay runaqa ancha ch'achum, manam manunta qotimanchu, paymanta karunchakuy.;Ese hombre es muy tramposo, no paga sus deudas, aléjate de él.;
Qanqa ama chay warmita llullaykuychu, payqa p'enqakunman, waqanman.;Tú no engañes a esa mujer, ella podría avergonzarse y llorar.;
Chay t'antata ama wikch'uykuychu, wakchakunaman qoy, paykuna mikunankupaq.;No botes ese pan, dáselo a los pobres, para que ellos coman.;
Ama chay wawata ch'irchiykachaykuychu, payqa ñarñam, manchakun.;No hagas berrear a ese niño, es llorón, se asusta.;
Chay waynaqa ancha ch'itim, paywan kuska llank'aspa askhata yachakunki.;Ese joven es muy hábil, trabajando con él aprenderás mucho.;
Ama chay mayuman wayt'aykuychu, payqa ancha ukhu, wañunkuyman.;No nades en ese río, es muy profundo, podrías morir.;
Chay warmiqa ancha qhellichakuqmi, p'achanta pichakunan, mayllikunan.;Esa mujer es muy sucia, debe lavar su ropa, debe bañarse.;
Qayna punchaymi noqaq masiywan kuska urqukunaman rirqayku, sumaqta qhawarqayku.;Ayer con mi amigo fuimos a los cerros, miramos muy bien.;
Ama chay atoqta qatiykachaykuychu, payqa ancha usqhaymi, ayqekunqa.;No persigas a ese zorro, es muy rápido, huirá.;
Chay sipaspa qosan wañurushan, payqa wakcha warmi kashan, yanapay.;El esposo de esa joven ha muerto, ella es pobre, ayúdala.;
Ama chay qellchi p'achata p'achakuykuychu, payqa asnaqmi, millay.;No te pongas esa ropa sucia, apesta, es fea.;
Chay runaqa ancha hatun sonqom, payqa mana imapas mañakunchu, qokullam.;Ese hombre es muy bondadoso, no pide nada, solo da.;
Kunan punchaymi ancha chirin, allinta p'istukuy, ama unqukuychu.;Hoy hace mucho frío, abrígate bien, no te enfermes.;
Ama chay wawata pakaykuykuychu, payqa manchakunmi, waqanman.;No escondas a ese niño, él se asustaría, lloraría.;
Chay waynaqa ancha k'uchim, paywan kuska llank'aspa manam pisipay atinkichu.;Ese joven es muy diligente, trabajando con él no podrías cansarte.;
Qanqa ama chay khuchita uksichiykuychu, payqa chakraykita thunichinman.;Tú no hagas que ese chancho hocice, podría destruir tu chacra.;
Chay t'antata ama khachuykuychu, payqa chuchuyashanmi, k'irku.;No muerdas ese pan, se ha endurecido, está duro.;
Ama chay warmita hap'ipayaychu, payqa p'enqakunmi, ayqekunqa.;No agarres repetidamente a esa mujer, se avergüenza, huirá.;
Chay alqoqa ancha hatunmi, paymanta manchakuy, ama qayllaykiman chayamuchun.;Ese perro es muy grande, tenle miedo, no dejes que se acerque a ti.;
Qayna punchaymi noqaq wawqeywan kuska papata allarqayku, ancha askha allurqayku.;Ayer con mi hermano escarbamos papas, sacamos muchísimas.;
Ama chay qellchi yakuta ukyaykuychu, payqa asnaqmi, millay, unqukunki.;No bebas esa agua sucia, apesta, es fea, te enfermarás.;
Chay sipasqa ancha sumaqmi, paypa ñawin k'achallan, simin misk'in.;Esa joven es muy hermosa, sus ojos son elegantes, su boca es dulce.;
Ama chay machasqa runawan rimaykuychu, payqa mana allinta rimanchanchu, qamta pantachinman.;No le hables a ese borracho, no habla bien, podría confundirte.;
Chay wawaqa ancha lat'um, manaraq allinta rimayta atinchu, yachachiy.;Ese niño es muy pequeño, todavía no puede hablar bien, enséñale.;
Kunan punchaymi ancha q'oñi, mayuman rina allin kanqa, wayt'ay.;Hoy hace mucho calor, sería bueno ir al río, nada.;
Ama chay runata cheqnikuykuychu, payqa allinmi, manam ima millayta ruranchu.;No odies a ese hombre, es bueno, no hace nada malo.;
Chay warmiqa ancha mich'am, paymanta mañakuspa manam ima tariykunkichu.;Esa mujer es muy tacaña, pidiéndole prestado no conseguirás nada.;
Chay runaqa ancha yachaqmi, paymanta yachakuy, allin kanqa.;Ese hombre es muy sabio, aprende de él, sería bueno.;
Ama chay wawata waqachiychu, payqa manchakunmi, allinta qhaway.;No hagas llorar a ese niño, él se asusta, cuídalo bien.;
Qayna punchaymi noqaq masiywan kuska mayuman rirqayku, challwata hap'irqayku.;Ayer con mi amigo fuimos al río, atrapamos peces.;
Ama chay qhelli yakuta ukyaykuychu, payqa asnaqmi, unqukunki.;No bebas esa agua sucia, apesta, te enfermarás.;
Chay warmiqa ancha munakuqmi kashan, payqa llapan runakunawan allinta riman, mana pipas cheqninchu.;Esa mujer es muy amable, ella habla bien con todas las personas, nadie la odia.;
Qayna p'unchaymi ñoqaq wawqey Qosqomanta hamurqan, hinaspa noqawan kuska t'antata mikhuspa sumaqta rimarqayku.;Ayer mi hermano vino del Qosqo, y entonces comiendo pan conmigo conversamos muy bien.;
Ama mamaykita waqachiychu, payqa ancha llakikuq runam, qan waqaspaykiqa paypas waqanmanmi.;No hagas llorar a tu madre, ella es una persona muy sufrida, si tú lloras ella también lloraría.;
Machasqa runaqa chakaq chakaq purispan qolqeta qonqarun, hinaspa wasinman kutispa maskhaspa manan tariykurqachu.;El borracho caminando precipitadamente olvidó su dinero, y entonces volviendo a su casa buscando no lo pudo encontrar.;
Kunan p'unchaymi hatun raymi kanqa, llapan runakuna Hawkaypataman tantanakunku, tususpa takispa kusikunankupaq.;Hoy será una gran fiesta, todas las personas se reunirán en la Plaza de Armas para alegrarse bailando y cantando.;
Paqarin tutamanta hatarispa, chakraykiman riy, papakunata allay, hinaspa wasiykiman kutimuspa samaykukuy.;Mañana bien temprano levántate, ve a tu chacra, escarba las papas, y entonces volviendo a tu casa descansa tranquilamente.;
Chay suwata hap'irqoy, ama ayqekunanta saqeychu, payqa anchata suwakun, llapan llaqtamanta qolqeta qechukushan.;Atrapa a ese ladrón, no dejes que se escape, él ha robado mucho, se ha llevado dinero de todo el pueblo.;
Qanqa ama sinchita laqlaykachaychu, mana allinmi chay ruwayniyki, runakuna qamanta p'enqakunku.;Tú no alardees demasiado, no es buena esa acción tuya, las personas se avergüenzan de ti.;
Inti Raimipim ancha askha runakuna Saqsaywamanman chayaykamunku, tusunku, takinku, hinaspa Intita yupaychanku.;En la Fiesta del Sol mucha gente llega a Saqsaywaman, bailan, cantan, y entonces honran al Sol.;
Ñañaykiwan ama hapinakuykachaychu, payqa p'enqakunmi, qamanta karunchakunqa, manaña qanwan rimanayta munankumanchu.;No te agarres repetidas veces con tu hermana, ella se avergüenza, se alejará de ti, ya no querrá hablar contigo.;
Ama chay waynata siminchaychu, payqa ancha phiñakuq runam, phiñarikuspa maqawaqmi, qanpas ch'ikikuykiman.;No reprendas a ese joven, él es una persona que se enoja fácilmente, enojándose te pegaría, tú también te pondrías en peligro.;
Qayna watapi noqaq chakraypi papa allaykuqtiy, ancha askha allurqani, hinaspa ch'uñuta ruwaspa qolqeta rantikurqani.;El año pasado cuando cosechaba papas en mi chacra, saqué muchísimas, y entonces haciendo chuño pude comprar dinero.;
Machu taytayqa ancha yachayniyoqmi, payqa hamawt'an, wiñay kawsaymanta willakun, ñuqayku uyarikuspa ancha yachakunchik.;Mi abuelo es muy sabio, él es un maestro, habla sobre la vida eterna, nosotros escuchándolo aprendemos mucho.;
Chay warmiqa k'achay k'achay purishan, p'achan sumaqmi, q'apchin, llapan runakuna qhawaykunku, paymanta munakunku.;Esa mujer camina elegantemente, su ropa es hermosa, es pulcra, todas las personas la miran, la quieren.;
Ancha parashaqtinmi mayuqa lloqllarun, chakrakunata apakurun, wasikunatapas thunichirun, ancha llakikuy pacharqan.;Cuando llovió mucho, el río se desbordó, se llevó las chacras, también destruyó las casas, fue una época muy triste.;
Chay suwaqa tutantin wasikunaman haykurun, qolqeta suwakurun, hinaspa ayqekurun, manan pipas hap'iy atirqanchuchu.;Ese ladrón entró a las casas toda la noche, robó dinero, y entonces huyó, nadie pudo atraparlo.;
Kunan punchaymi noqanchis hatun wasita hatarichisun, llapan ayllunchis tantanakuspa llank'asun, hinaspa sumaqta kawsasun.;Hoy nosotros haremos construir una casa grande, toda nuestra familia se reunirá para trabajar, y entonces viviremos bien.;
Chay warmiqa ancha rimaysapam, rimapakun, rimaykachakun, llapan runakuna paymanta kutipaku nku, mana allinchu chay ruwaynin.;Esa mujer es muy habladora, refunfuña, comenta por todos lados, todas las personas se quejan de ella, no es bueno ese comportamiento.;
Ama chay qhelli p'achata ch'akichiykuychu, payqa thantanmi, q'asukunman, hinaspa manaña p'achachiy atikunkimanchu.;No hagas secar esa ropa sucia, ella está vieja, se rompería, y entonces ya no podrás vestirla.;
Ancha chiripitmi khuturun, allpata qasarun, ch'uñuta ruwanapaq allinmi, hinaspa papa tarpuqkuna kusikunku.;Hizo mucho frío, heló la tierra, es bueno para hacer chuño, y entonces los sembradores de papas se alegran.;
Machu taytaypa wasinpi ancha askha qelqakunan kashan, payqa hatun yachayniyoqmi, ancha yachaq runam, llapan runakuna payta yupaychanku.;En la casa de mi abuelo hay muchos libros, él es muy sabio, es un hombre muy conocedor, todas las personas lo respetan.;
Chay aqhata ama ukyaykuychu, payqa p'osqoyashanmi, qhatqen, hinaspa ukyaspaykiqa unqunkuymanmi.;No bebas esa chicha, se ha avinagrado, está agria, y entonces bebiéndola te enfermarías.;
Qayna tutamanta noqaq masiywan kuska chakraykiman rirqayku, papata tarpurqayku, hinaspa wasiykuman kutirqayku.;Ayer en la mañana con mi amigo fuimos a mi chacra, sembramos papas, y entonces volvimos a mi casa.;
Chay warmiqa ancha mich'am, manam pipas paymanta mañakuyta atinchu, qolqenta ancha waqaychan, mana imapas gastanchu.;Esa mujer es muy tacaña, nadie puede pedirle prestado, guarda mucho su dinero, no gasta en nada.;
Ama chay wawata thallaykachaykuychu, payqa chirimanta unqukunmanmi, phusullukunman, hinaspa ancha waqanman.;No hagas que ese niño se eche de bruces repetidas veces, se enfermaría del frío, se ampollaría, y entonces lloraría mucho.;
Chay atoq ancha yachayniyoqmi, payqa llullakun, suwakun, llapan uywakuna paymanta manchakunku, manan pipas hap'iyta atinchu.;Ese zorro es muy astuto, miente, roba, todos los animales le temen, nadie lo puede atrapar.;
Kunan punchaymi hatun paramu, ancha sinchi wayrapas phawashan, wasikuna thuniyanman, chakrakuna usukunman.;Hoy habrá una gran lluvia, también vuela un viento muy fuerte, las casas podrían derrumbarse, las chacras podrían desperdiciarse.;
Qayna punchaymi wawqeywan kuska urqukunata seqarqayku, ancha hatun orqokunata, hinaspa hanaymanta Qosqota qhawarqayku.;Ayer con mi hermano subimos rápidamente los cerros, cerros muy grandes, y entonces desde arriba miramos el Qosqo.;
Chay waynaqa ancha k'uchim, imatapas usqhayta ruwan, mana pipas payta llalliyta atinchu, payqa llapanmanta aswan allinmi.;Ese joven es muy diligente, todo hace rápidamente, nadie lo puede superar, él es mejor que todos.;
Ancha q'oñi punchaypi runakuna q'ochakunku, intipi q'oñikunku, mayupi wayt'anku, hinaspa kusikunku.;En un día muy caluroso las personas se asolean, se calientan en el Sol, nadan en el río, y entonces se alegran.;
Qayna punchaymi noqaq ayllunchis tantakurqan, hatun mikhuyman, takirqayku, tusurqayku, hinaspa ancha kusikurqayku.;Ayer nuestra familia se reunió, para una gran comida, cantamos, bailamos, y entonces nos alegramos mucho.;
Chay runaqa ancha hatun sonqom, payqa wakchakunata yanapan, waqchakunata qarayku n, mana imapas mañakunchu, qokullam.;Ese hombre es muy bondadoso, él ayuda a los pobres, da de comer a los necesitados, no pide nada, solo da.;
Ama chay wawata pakaykuykuychu, payqa manchakunmi, waqanman, mamanta waqyaykunman, hinaspa ancha llakikunku.;No escondas a ese niño, él se asustaría, lloraría, llamaría a su madre, y entonces estarían muy tristes.;
Ancha tutayashaqtintaqa noqanchis wasinchis qasillan tiyarqayku, manam lloqsiyta atirqaykuchu, phuyu ancha laqha karqan.;Cuando anochecía mucho nosotros nos quedamos tranquilos en nuestra casa, no pudimos salir, la nube era muy oscura.;
Chay runaqa ancha yachaqmi, payqa tukuy imata yachan, runakunata yachachin, mana pipas payta atipayta atinchu, payqa yachayniyoqmi.;Ese hombre es muy sabio, él sabe todas las cosas, enseña a las personas, nadie lo puede vencer, él es muy inteligente.;
Ama chay khuchita uksichiykuychu, payqa chakraykita t'oqonmanmi, papaykita uksinman, hinaspa manaña allin papa kanmanchu.;No hagas que ese chancho hocice, él perforaría tu chacra, hozaría tus papas, y entonces ya no habría buenas papas.;
Kunan punchaymi Inti Raimi, llapan runakuna Saqsaywamanman rinku, Intita yupaychanku, hinaspa kusikuspa wasinkuman kutinku.;Hoy es la Fiesta del Sol, todas las personas van a Saqsaywaman, honran al Sol, y entonces alegrándose vuelven a sus casas.;
Chay warmiqa ancha qhellichakuqmi, p'achan qhellim, uyan qhellim, makillan qhellim, manam pipas paywan tiyayta munankuchu.;Esa mujer es muy sucia, su ropa está sucia, su cara está sucia, sus manos están sucias, nadie quiere vivir con ella.;
Chay machu runaqa ancha yuyayniyoqmi, payqa ñawpa pachamanta willakun, imayna inkakuna kawsasqantamanta, wiñaypaq yachachin.;Ese hombre viejo es muy inteligente, él habla de tiempos antiguos, de cómo vivieron los incas, enseña para siempre.;
Ama chay warmita hap'ipayaychu, payqa p'enqakunmi, qamanta ayqekunqa, manaña qanwan rimayta munankumanchu, qanpas llakikunki.;No agarres repetidamente a esa mujer, ella se avergüenza, huirá de ti, ya no querrá hablar contigo, tú también estarás triste.;
Qayna punchaymi ñoqaq taytaywan kuska urqukunaman rirqayku, llant'ata maskharqayku, ancha askhata tarirqayku, hinaspa wasiykuman apamurqayku.;Ayer con mi padre fuimos a los cerros, buscamos leña, encontramos muchísima, y entonces la trajimos a nuestra casa.;
Chay alqoqa ancha phiñakuqmi, payqa llapan runakunata kanin, wawakunatapas qhamsan, manan pipas payta hap'iyta atinchu, anchata manchakunku.;Ese perro es muy bravo, muerde a todas las personas, también muerde a los niños, nadie puede atraparlo, le temen mucho.;
Kunan punchaymi noqanchis hatun wasita ruwasun, llapan ayllunchis tantanakuspa llank'asun, hinaspa sumaqta kawsasun, mana pipas llakikunqachu.;Hoy nosotros haremos una casa grande, toda nuestra familia se reunirá para trabajar, y entonces viviremos bien, nadie estará triste.;
Ama chay qellchi p'achata ch'akichiykuychu, payqa thantashanmi, ratapasqa kashan, hinaspa manaña p'achachiy atikunkimanchu, wikch'uykunki.;No hagas secar esa ropa sucia, está vieja, está remendada, y entonces ya no podrás vestirla, la botarás.;
Ancha chiripitmi khutukurun, allpata qasarun, ch'uñuta ruwanapaq allinmi, hinaspa papa tarpuqkuna kusikunku, ancha sumaq ch'uñu kanqa.;Hizo mucho frío, heló la tierra, es bueno para hacer chuño, y entonces los sembradores de papas se alegran, será muy buen chuño.;
Chay waynaqa ancha k'uchim, payqa usqhayta purin, usqhayta llank'an, mana pipas payta qatipayta atinchu, payqa ch'itim.;Ese joven es muy diligente, camina rápido, trabaja rápido, nadie puede seguirlo, él es hábil.;
Qanqa ama chay ch'aki allpapi sarata tarpuykuychu, mana wiñanchu, chaypiqa q'omer q'achullan wiñan, ima sarapas kanchu.;Tú no siembres maíz en esa tierra seca, no crece, allí solo crece pasto verde, no hay ningún maíz.;
Machu taytaypa wasinpi ancha askha qelqakunan kashan, payqa hatun yachayniyoqmi, ancha yachaq runam, llapan runakuna payta yupaychanku, manam pipas payta cheqninchu.;En la casa de mi abuelo hay muchos libros, él es muy sabio, es un hombre muy conocedor, todas las personas lo respetan, nadie lo odia.;
Chay aqhata ama ukyaykuychu, payqa p'osqoyashanmi, qhatqen, asnachkan, hinaspa ukyaspaykiqa unqunkuymanmi, wañuypas chayamunman.;No bebas esa chicha, se ha avinagrado, está agria, está apestando, y entonces bebiéndola te enfermarías, incluso la muerte podría llegar.;
Qayna tutamanta noqaq masiywan kuska chakraykiman rirqayku, papata tarpurqayku, hinaspa wasiykuman kutirqayku, ancha sayk'usqa kasharqayku.;Ayer en la mañana con mi amigo fuimos a mi chacra, sembramos papas, y entonces volvimos a mi casa, estábamos muy cansados.;
Chay warmiqa ancha mich'am, manam pipas paymanta mañakuyta atinchu, qolqenta ancha waqaychan, mana imapas gastanchu, payqa qellapunim.;Esa mujer es muy tacaña, nadie puede pedirle prestado, guarda mucho su dinero, no gasta en nada, ella es muy miserable.;
Ama chay wawata thallaykachaykuychu, payqa chirimanta unqukunmanmi, phusullukunman, hinaspa ancha waqanman, mamanta waqyaykunman.;No hagas que ese niño se eche de bruces repetidas veces, se enfermaría del frío, se ampollaría, y entonces lloraría mucho, llamaría a su madre.;
Chay atoq ancha yachayniyoqmi, payqa llullakun, suwakun, llapan uywakuna paymanta manchakunku, manan pipas hap'iyta atinchu, payqa ancha ch'itim.;Ese zorro es muy astuto, miente, roba, todos los animales le temen, nadie lo puede atrapar, él es muy hábil.;
